sentence_id	sentence	sentence_domain	source
ce00a4f7efe29a286eb7191c6852b7d34733bdcadb4cb7132f9506685ea5aeac	გოგოები ბებიები		სსს
ce110bc41a2a4abb3cf9fb077f2f3a3acb7b259dee428a077fd1346556ee98bc	რა მოხდება რომ დავამატოთ ამას ათი?		https://ka.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-add-ones-tens-hundreds/v/adding-ten-or-one-hundred I have permission from Khan Academy to use this text under their Creative Commons license.
ce196e93e96910f1d4c42a0298f903bd6031bbba5090a953927bf9a4b0946600	რენდი ბრეკერი ასევე წარდგენილია მეორე ნომინაციაზეც, საუკეთესო ინსტრუმენტალური კომპოზიციისთვის.		VOA Georgian https://www.amerikiskhma.com/
ce2b08d50ff4c3ca9b2121c9abb924aecd565020faff02d2136abcaf0de03c1e	ესე იგი, სამ ასეულს პლიუს ორი ათეული, პლიუს ოთხი ერთეული.		https://ka.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-add-ones-tens-hundreds/v/adding-hundreds-tens-and-ones I have permission from Khan Academy to use this text under their Creative Commons license.
ce3c7a637c7a1db18f06cb469070d82d1b4f408099e83e2fbc9c5b81cc239bf4	ბეთ ბარბუში მხატვარი და საზოგადო მოღვაწე მერილენდის შტატის ქალაქ ბალტიმორში ცხოვრობს.		VOA Georgian https://www.amerikiskhma.com/
ce4a28b0a73e0c625919884cc02e3a6549c2c1a434b66fa23e6d4fb7792645d0	ორგანიზმების ნამარხებად ქცევას მრავალი წელი და განსაკუთრებული პირობები სჭირდება.		ბუნება
ce4c51f6d08a4fab33e17a0a1c6b4da0f45f7a10de1e53d3f1dbb0584b87ff6f	მისი წონა ოც ტონას შეადგენს, სიგანე კი ათი მეტრია.		VOA Georgian https://www.amerikiskhma.com/
ce5e35ccc50299d49ab6949a79a2fbcd54300eeb252efbc9e73bf70efc17b49d	მტერი მტერს ვერ ავნებს ისე როგრც ადამიანი საკუთარ თავს.		შოთა  რუსთაველი
cea2685514efb343c00c06a932869808509ec0f55046d877e3bfce2704694a4e	სწავლის პარალელურად ის უკრავდა სხვადასხვა კლუბებსა თუ წვეულებებზე.		VOA Georgian https://www.amerikiskhma.com/
cebf675a6584cd61806a2cc33ee867f5f6c704e0a5f8d27cd5a5ac1da8320aad	მე შეყვარებული მყავს.		მე თვითონ
cecd14408311d87e212df2233a5edc61b62e9e95cb20699a1fc5a6bd9fe5076e	სამეგრელოში სასაუბრო ენა არილ მეგრული.		ინტერნეტი
ceebe3e02a456fc6406864167c30b5a6f375b4c6663f9a384c661511bf628179	მარგალიტს ვერავინ ვერ მოიპოვებს საფასურის გადახდის გარეშე.		საკუთარი ნაშრომი
cef1fdd1ef0ca0aa1dc022501a4be63e574827f0be66798f8a6be43201693056	გლახა კურო დიდას მიკართუნია		ინტერნეტი
cf009e27c1af577bc2734d080d337169a290c1293bc2b559a50936be8f126784	აათავებს		საყოველთაო საკუთრებაშია
cf0b4621a4a7c443fe2eee2a06d81db8a2a442ad9979f6b4e2a55e7855e68b10	უცნაური წვიმა იყო.		პატარა ქალაქის ზღაპრები. პირველი ზღაპარი 
cf1ece047677f2c3fc0643f7238bcc3af421201fca2870ce06046ac7aecda481	ქარი გიმღერის ნანასა, ზღაპარს გიამბობს ჭადარი... ძეწნამ ალერსით ამავსო ეჭვებით ნაავადარი...	general	"ლექსი ,,საქართვლოო ლამააზოდან"""
cf37aab2520bd286baff16b057831268f8b78f54f62f05a8a9747676625456c7	ქართული კულტურა ძირითადად წარმოადგენს მომიჯნავე განსხვავებული ცივილიზაციების კულტურის ოსტატურ სინთეზს.	general,history_law_government	საკუთარი ნამუშევარი
cf69b0ce5584f29a3cb9f04cb08b7fcc2fe2b5773a2c974347902de3297ddd94	რასაცა გასცემ შენია, რას არა დაკარგულია		tourguide.ge
cf80e1ddd79ead5dd8d29b7ead1302587c729588a5b18024756125dc8b8739e1	როკ-ენ-როლი		ალექსი
cf8a2597dc9f5f4fb804e51f4d81f497af351639074300df8b4d59f0c4277558	ნუ ტირი იმიტომ, რომ ეს დამთავრდა. გაიღიმე იმიტომ რომ ეს იყო.		 გაბრიელ ხოსე გარსია მარკესი
cf94e3f34ca765ed86b25664ee8ed2165dd865e9e17defff1d4264fd59bdbae3	ჩვენ ამ ამერიკელ მოღვაწეებთან ასევე აქტიურად ვიმუშავებთ პროექტის დასკვნით ეტაპებზე.		VOA Georgian https://www.amerikiskhma.com/
cf950e829b397276939eddd9d4241320714936d487e642776fcb318fdfbb9087	მან ადგილობრივი რადიოს საშუალებით გაითქვა სახელი როგორც გოსპელის მომღერალმა.		VOA Georgian https://www.amerikiskhma.com/
cf99ce5b807a522eb51c62bb146a820e4c82724545c812997e54df653694f664	სიუზან დევიდსონის თქმით ჩემბერლენის საიდუმლო მის წარმოსახვის უნარსა და არაორდინალურ ბუნებაში უნდა ვეძებოთ.		VOA Georgian https://www.amerikiskhma.com/
cfb936a71c94e91419f2ef38c08e2bc76e48cc13cfcac301a12b2251ad3f1c56	ვინ იყვნენ რომის შეძლებული მოქალაქეები და უუფლებო მონები?	history_law_government	ისტორიის წიგნი
cfc03757e0cb29f38af6688c44822365346b3cfd6b151f6df87d553abe14f450	ატა, ბატა გადის კვატა.		ბავშური ანდაზა
cfe2979ed352e8c0c65aa0b119a15140e3959e2385b0bb05cd2f32bf31a43a1d	კიდევ დეიწყეთ, ხო, დამპლური თამაშები?!		საკუთარი ნამუშევარი
cff0a8d24ab3e52401f592c0a67586ca2d57122fe8306e7bcf83a93bf911b4cf	ბრაუზერი		ბრაუზერი
cff9d61718edd2552cbb307f730ff0225629e471941dc05d65df70b3f25934a6	ჯორც დო კამბეშის უღუს ართო ვაუსქუანა		ინტერნეტი
d01e91b5badd1c0bdd9050595da320290ca891045968d8cd1f32ae43f8188dc6	მისთვის არ ვმღერ, რომ ვიმღერო ვით ფრინველმა გარეგანმა არამხოლოდ ტკბილ ხმათათვის გამომგზავნა ქვეყნათ ცამა 		ილია ჭავჭავაძის ლექსი ,,პოეტი''
d01e989d9839da932081e5e9204bb6237ab0aba9899b78c6067f6d9c248b16ec	თამარ ღლონტი შუა ქალაქდანაა  შენ ?		ვარსკვლავსიი
d0284db2ab2ec91be66f89f63f0bd7ecd4fe3742c355a98e799fa2365b7b12ac	ანგიშ მანგი ჩანჩალაკია.ანგიშ მანგი თანგიენია		მე
d030146717d16ab97055fc9dc986e2af6634ebb1a86d6ba6d1ec1a177f9c5302	ჭუჭელას ჭუჭელა ელაფალუნსი		ინტერნეტი
d04f107ac6f6874057f671e331b8ef18a5e5d63f2fe9e6a7a59edf0b576f900d	მე მინა რა მინდა მე		ფაქტი
d05e67e269f1b3fefbd929f6b7b0345324aabfc0e1b22e067dddf7fd46be1783	ვანო მოძალადეა		სკოლიდან
d0600aa813fb839c501c69f63aba1276ad16071b71941da5bb0d84f095e18322	უფრო პატარაა გონება,უფრო დიდია პატივმოყვარეობა.		ეზოპე
d062b8d6266a8bf59ab8e8391c5f0a907c7139edc80be2d3b1e1f505958542a4	ადამიანებს ზპგჯერ ძალიან უჭირთ თავიანთი აზრის გამოთქმა		ინტერნეტი
d070221ce8094ebd6c02f7fd594fad86048a7b8ad0da3108883826f2b5ac984b	ეს საქმიანობა ცოტა დამღლელია	general	საკუთარი
d07e4abe951601d29e788e9f730edc8f8f1497bd912cad8d31300548328c3fb0	ეს არის ერთი.		https://ka.khanacademy.org/math/arithmetic-home/addition-subtraction/add-ones-tens-hundreds/v/adding-three-digit-numbers-without-regrouping I have permission from Khan Academy to use this text under their Creative Commons license.
d08dd01a2ec643f9909bf79e30a30d59a8091a6a28ada2df2422d9b9c439f1b5	როგორ შეახსენა თავისი მნიშვნელობა ქართლის სამეფომ რომის იმპერიას?	history_law_government	ისტორიის წიგნი
d090c0ca8473e7fa402d458f7865a15103cafa7e805cd8d3eceaec5efda9c740	თი ბოშ ჯგურო გურაფლენს		მე თვითონ
d0b48cd4220448e530c7971eed1f173df88d1fd766f1b6e2b95eab014b291625	პოლონეთის საგარეო საქმეთა სამინისტრომ ბელარუსის ელჩი გამოიძახა.		VOA Georgian https://www.amerikiskhma.com/
d0b4f648a61795fb562f17a83cef69c4f1932807f9b62858cb83e53ab604b22c	სად მოიპოვებოდა ნავთობი ძველ საქართველოში და როგორ იყენებდნენ მას?	history_law_government	ისტორიის წიგნი
d0bf2c85cc5a13fb9cda385494969a4629c2084a7b522503554e34b02e050744	მუს ორთუქ ამდღა		კარგოვ
d0de808549d9ef8582806c4ef7a08af3af6674cc4d84901a02330338db19e928	გვასალია არის ყველაზე მაგარი მეგობარი.		გიორგი გუნავა
d0e7666790afc9aafc5402072e38599273aa089a03915a5449b60726b6b10ef4	წვერებიანი უკბილო დათო		ხასაია ბარბარე
d0ef40ffab5fcf6925e2c4737a2c22038d6f08861a97d190f4ff9a3467920a35	თეატრის წინ დაგებულ წითელ ხალიჩაზე სინეტიკის თეატრის დასი საკმაოდ შინაურულად გრძნობდა თავს.		VOA Georgian https://www.amerikiskhma.com/
d0f00f67f2e6adc6d6a50bf19b90add4115fe17c289dfe4a488a95b57e788bd0	ხელოვნური ინტელექტის ნიმუშები განსაკუთრებით მრავლად შეგვხვდება დიდ შენობა-ნაგებობებში და მომსახურების სხვადასხვა სფეროში.		VOA Georgian https://www.amerikiskhma.com/
d0f30e8d390393408fc83f8bd1237d8d0d0b1fdf860e1d56b3ab3d51b14158ae	ბაღანას ნება ქიმეჩია-და ჸუდეს დოჭუნსია.		ინტერნეტი
d0faeec50c3d2dd850e2db8a61ce5c93be7125febc11dbbe20ae3375c5b5f9d4	დღეს ვინ იტირებს? რათქმაუნდა უკ		.
d10b3846cbf0606e98e43e001ccc52cbac45d3c94fb99ffd195a6bb1f749e0d5	კაპიკი, აკაპიკებულა საკაპიკეში, ჩაკაპიკებულა		ქართული ენის გასატეხია
d10f558710083dc9e1b880b7ba3d2cba849cf1992b5d90961d3bcd35167ca526	პაატას მსახიობებთან მუშაობის არაჩვეულებრივ მეთოდზე ამერიკელი მსახიობი – ბენ კუნისიც – გვესაუბრა.		VOA Georgian https://www.amerikiskhma.com/
d10f8ac708d2cb219cee89e9de6813c8941f70195c07b27cc702eb2a42dfe234	Როკოკო არის: ნაზი, რეალობას მოწყვეტილი, სიფრიფანა. Მან დაარღვია ბაროკოს ნორმები. 		Ხელოვნების წიგნიდან.
d12eac09c1b77ec02a976e7207ad32c9170a6d01cc9586c30c455fe658329fc0	თუ ვკარგავთ ბურთებს მაშინ რა იქნება სწორი რომ დავწეროთ?		https://ka.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-add-sub-100-word-problems/v/losing-tennis-balls I have permission from Khan Academy to use this text under their Creative Commons license.
d12ead90db39933f77c3fbffb538e8404e03b20022e03e153f52ef5a65efb2ec	მოახლოებულ ვალენტინობის დღეს გილოცავთ ძვირფასო რადიომსმენელებო.		VOA Georgian https://www.amerikiskhma.com/
d13290285da32240d791ccd132bf1e7f48641305904d070afba5d5aca7e0d073	ჩვენ მხოლოდ ათეულებს ვამატებთ, ანუ ვზრდით ათეულებს.		https://ka.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-add-ones-tens-hundreds/v/adding-ten-or-one-hundred I have permission from Khan Academy to use this text under their Creative Commons license.
d148b562c4306102e263c3a5b4494311796c39fd195f5a7549723f968a1eb5d4	ადრეიან ენადგინა ყურდგელშა		ინტერნეტი
d15b4bd41f5466972d06bdaa6a4e1620ae97c5c19a5564d8268396301c5f71fe	ავმა რა ქნა - ავის მეტი		ანასტასია ყორშია
d15f1626bf71dd85b06d2e07e3776d37b2523f3e96722352cc305f98f5ef7b8a	მკვლევარების თქმით, შედეგი იმდენად მოულოდნელი აღმოჩნდა, რომ მისი პროგნოზირება მათ ირგვლივ ვერავინ შესძლო.		VOA Georgian https://www.amerikiskhma.com/
d166b0f117b4374fc0aed9518491d52e6fc8a3348041a68890a41582f436839d	ბუნება ვგიჟდებიიიიიიი		ბუნბაააა
d16abcedfe12cf8b6d510be452700c1cbad44c2d39d6de6653420f031725e145	english or spanish?		ბარბარე ოყუჯავა
d16ba850c1416156ada036611caa88f29d81504ea751b38760b29bada7285351	რუსო: უყურადღებობა წერტილს ჰგავს, მას შემდეგ აღარაფერი ხდება.	media_entertainment	ციტატა
d1779fa9bc867e4246a7a19539dae964a9b627a7cdbb5b0a806067399d30069b	სკოლა		განათლება
d199e8dea9f0b2f0f0e3e1d853abe83692e0b044f8c0253ad83a34d4c0180a84	პინგვინებმა დააგროვეს ოთხმოცდაშვიდი ქულა.		https://ka.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-more-fewer-100/v/fewer-word-problems I have permission from Khan Academy to use this text under their Creative Commons license.
d1af11f365b3e05e80b6d87692c5560d5260d249259085e9fc48fb4185996448	ეს კომპოზიცია კი გიტარისტ კურტ როზენვინკელის საპატივცემლოდაა შექმნილი.		VOA Georgian https://www.amerikiskhma.com/
d1df7a0d8b674005891f7aec3de0062eeaa26914be5556da6e40f5b7d1fd5b3a	ღურუშ წამალ ოლაფარეს ელაჩანდუა		ინტერნეტი
d1fa1333c56261e4740a8346ca89b727b730461aa4b0977de37d81a4e9e42616	ჯენინმა სამსახური და სამედიცინო დაზღვევა დაკარგა.		VOA Georgian https://www.amerikiskhma.com/
d2098b8e976baff9bfbd0e1fc178b38ffe98f64999c04da6cacd0f26928e77be	ესე იგი, არც ერთ ასეულს არ ვაკლებ.		https://ka.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-sub-ones-tens-hundreds/v/subtracting-hundreds-and-tens I have permission from Khan Academy to use this text under their Creative Commons license.
d22f8b1facd2875f7955229f1e8e0368190f40776fcbb444ecd7350bcc217640	ერთ-ერთი მათგანი მუდმივი ენერგიის წყაროსთვის აუცილებელი სადენები იყო.		VOA Georgian https://www.amerikiskhma.com/
d24452bb031e406f8c9d724993515cfaa6dfe0ce1f3a12beb018b93417ccaf3a	კანადაში ყველაზე გავრცელებული სპორტი არის ჰოკეი.		ისტორია
d24640d4559e81a2b83a94389cb406539c33a926e2fdf9573928ae3f3d4eac1a	ფეხბურთში წინა წლის ევროპის ჩემპიონატში ოცი ნაკრები მონაწილეობდა.		VOA Georgian https://www.amerikiskhma.com/
d24f3af31f2b2732fe42051eff3a7f991ab845ae3a489a289544cd17e11dd307	ააკრუსუნებს		საყოველთაო საკუთრებაშია
d250da4eaa5e74ecbbf7849d1754934d74f5941e3c50aa36a6d4bcfcb5bcef9b	და ის მოკვდა ომში  დაე დარჩეს ჩვენივე გმირად და გადამრჩენელად.	history_law_government	მოფიქრებული
d259842b72afcf579863bc461b46b727d564296f4ecab9cf39ef16cd77b16df6	ალაყურტის ხოლო ყირტუა ოკონი		ინტერნეტი
d28e00bf22f6e93833b82b16d1935d4c20daf7689457a2f7e20498e14b981dd2	სწორედ ამიტომ, ფილმი ოსკარის მფლობელი გახდა და ფილმ „ავატარის“ გამოსვლამდე შემოსავლის რეკორდული მაჩვენებლით გამოირჩეოდა.		VOA Georgian https://www.amerikiskhma.com/
d28e6141738090365ef94947ded946de5bab20f52963e4f3860082f4d14ca4ad	სამას ოცდაოთხს აკლდება რიცხვი ასი.		https://ka.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-sub-ones-tens-hundreds/v/subtracting-hundreds-and-tens I have permission from Khan Academy to use this text under their Creative Commons license.
d296f2d2a3f864a8743a2cdf7252ca376f9d63adee968f9550e693524da2d9d0	შენმა კლასელმა რვეული გათხოვა ორშაბათს კი ის დასვრილი დაგიბრუნა ამ დღესვე მასწავლებელმა გასწორება დაიწყო	general	წიგნიდან
d2a57b53918a443fd4d24a93e6b5ce303e6cee6fb0aed467cac5ef08c3212f8c	საქართველოს ესაზღვრება შავი ზღვა 		საზოგადო ნამუშევარი
d2c29e7231ac3bc38eb74d052a49fcce247c70e3879ef073a27de28cda8e959e	კვლევაში თავიდან ოთხასი ჯანმრთელი ადამიანი მონაწილეობდა.		VOA Georgian https://www.amerikiskhma.com/
d2d61f8dadf9e82a48387056bd06cec748993405a463f7b0b3d4b868da1f48c6	სჯობს სიცოცხლესა ნაზრახსა, სიკვდილი სახელოვანი!	general	ვეფხისტყაოსანი
d2f08fe7f2c66c670f6ae83578931d7556e96e589aeef36c6e2ac690f28d152f	როგორ დაამარცხა პატარა საბერძნეთმა აქამენიანთა უზარმაზარი იმპერია?	history_law_government	ისტორიის წიგნი
d2f24f9f60614d4757704bc8f01d709664e3b4a52f519ae5f5e5dbfe19c3cf05	რაც შეეხება ალცჰაიმერისა და დემენციის კავშირს დაბინძურებულ გარემოსთან, უფრო მეტად გამყარდა.		VOA Georgian https://www.amerikiskhma.com/
d30c063fc54220162663d73501107cd5b436652080e6f8d060f44ad3beb6ef64	მან თავისი ოცწლიანი კარიერის მანძილზე დისკს საუკეთესო ნაშრომი უწოდა.		VOA Georgian https://www.amerikiskhma.com/
d356dd6222c5cfe8241420efbe6ad747d12ccfe4a181d5c70b132fdac8f1315c	თითოეული ჩვენგანი ვალდებულია, იზრუნოს ქვეყნის კეთილდღეობისათვის.		ქეთევან გოჩიტაშვილი, ნანა დანელია
d35d91beeaa1b24e7b284e63290519b7995567003645655d43abc64de258faad	ჩინეთს სწრაფი სარკინიგზო ხაზით, დასავლეთთან დაკავშირება სურს.		VOA Georgian https://www.amerikiskhma.com/
d366738677d168cc90dedbde4139222aa189dc848b7891e0c9ef122cba2de31e	პირი ქრთამით ოკო ჩერცხინუე		ინტერნეტი
d3689277844c3442b102434253860c028eb33f81b2c82bf5bba73cd3080a277c	აფხაზეთი საქართველოა!		ქართველი ხალხი
d376bfd269016798824f90cb3f44e78aef8c135b032e865182942202e4c7c29e	ორ მინუს ერთი, ხო?		https://ka.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-sub-ones-tens-hundreds/v/subtracting-hundreds-and-tens I have permission from Khan Academy to use this text under their Creative Commons license.
d38c7cba5b0fc97ab8733f891cb681c1e865c49e99b8c464b8e6a2399571fe3b	"რთ ქიჸანას პაპას ვადუჯერესია დო ჯოღორს – ქოვა.""ერთ ქვეყანაში მღვდელს არ დაუჯერეს და ძაღლს"		ჩემი შედგენილი
d3993b59ab72af8571db8f6def5af931576451d20086a75293b064fa00db805f	ნურასუკაცრავად ქალბატონო მაია! ვერ მოგართვით!	general	საკუთარი ნამუშევარი
d39f92015e7dbaa0c6f5d8dbb469792efde6cea093cddbe0130d8f17a35243d7	ერთი ასეული, ნული ათეული, ექვსი ერთეული.		https://ka.khanacademy.org/math/arithmetic-home/addition-subtraction/sub-ones-tens-hundreds/v/subtracting-three-digit-numbers-without-regrouping I have permission from Khan Academy to use this text under their Creative Commons license.
d3a09a0a7a8657091c0c9d6d1fb1293f001658f35454412074cb94f6e48fdd4e	ეს შეშა საშასია.		ენის გასატეხი
d3a127cce411d5f3e37cb1ee1dda66ab695bb0ea0d11449b0002985eefee3c99	გომორძგვილს ველასხაპა დონთხაფილს ვეგიოსხაპა		ინტერნეტი
d3bb43c06c5d3d05776c892d8de5b57bec05eb800ae48a323c6c0dee8dd43c2a	გველმა კანი გაიძრო, მაგრამ გული გველისა შერჩაო!		მარიამ სართნია
d3c67e31b4495c7cf781a247d759b33547d2198c6bc2915bb0b366ac9abb837a	რომელი დამეხმარება იმაში, რომ ვიპოვო მთელი რაოდენობა იმ ხილისა რაც მაქვს?		https://ka.khanacademy.org/math/early-math/cc-early-math-add-sub-basics/cc-early-math-together-apart/v/adding-fruit I have permission from Khan Academy to use this text under their Creative Commons license.
d3c822fcbecd8c1dbccbfaab7ab527c09007ecfb8d9ab99c45bfc023f9aaf943	ფეჰჰჰსფკჰფსკჯჯსკსგკჯსსკჯ		მე
d3ca16b839b68ab9991eccfb8fd9674b3b268bff88c44feae9e6e15623c7833a	სადაც შესულია ცნობილი კომპოზიციები.		VOA Georgian https://www.amerikiskhma.com/
d3cde3b18afc605fa2ad92104ca42a1b4c5dcd55c4ea6e4a2e9790c70814b6cc	ისტორიას დარჩება ჩვენი შეხება ისტორიას დარჩება ჩვენი ხმა ისტორიას დარჩება ის რაც ვიპოვეთ ჩვენ		https://genius.com/Irakli-charkviani-istorias-lyrics
d3ceae43327a1e31909ffc92c5f57e6bfe50cd2dc1499c2c15952316a0c120cc	მსოფლიოს ათ ქვეყანაში ადგილობრივ სტუდენტებთან და ხელოვნების დარგის მოღვაწეებთან იმუშავებს.		VOA Georgian https://www.amerikiskhma.com/
d3e9d74b43d6eb22ded61d59b8913ba3c9655c4e3397224c0097e16952649ea0	თბილისი საქართველოს დედაქალაქია.	general	საკუთარი წყარო
d419588f2ca38b815ef04d8e3aae633dc454029cad5c3a48a535b3ec9264cdb4	მე ამ დილით ავდექი და გავიღვიძე რადგან მინდოდა მწუა მწუა ჯაგა ჯაგა  ლიკ მწუ.		ჩემგან
d41f7d6516db9ee3e6ee073b0c960126616ec8a57d9200432d0f2f13437d3a01	მი ი მიშგუ აფხნეგ ხუ̂იშდ ჭყჷნტა̈რ, ეჯა ი მიჩა აფხნეგ ლიხ დი̄ნა̄̈ლ.		"ვარლამ თოფურიას ""სვანური ენის სახელმძღვანელო"""
d4427e252fa6fcf861052631145a4cc3d07d38c0cd673fa6867a786c7787405c	ადამიანი უზენაესი არსებაა დედამიწაზე.	general	საკუთარი ნამუშევარი
d4761550817de8fe354e8f4313172e3d65a2949c8516d21ecd0ada14d7541ef4	გამარჯობა მე მქვია ელენე		გფგბზსდფ
d480b27ea2d8a37a97744033cdf48a97a2b211101f034f724133789daa342452	ჰა ჰა ჰა ჰაჰაჰაჰაჰაჰაჰაჰაჰაჰაჰაჰჰაჰაჰაჰაჰაჰაჰჰჰაჰაჰაჰაჰაჰაჰააჰაჰაჰაჰაჰაჰ		ჰაჰაჰაჰაჰა
d49d2b5c5a0d23b7cdfa5d5f731fc0416246039cca1d561890a03341a6b600fa	აფხაზეთი საქართველოა	history_law_government	აფხაზეთი
d4a98b77dc2b437c78ffb8e5b306def32a423e76d091b0ee8fd25cc753dde73c	და მოდი გამოვაკლოთ, საინტერესო რომ იყოს, მოდით გამოვაკლოთ სამნიშნა რიცხვი.		https://ka.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-sub-ones-tens-hundreds/v/subtracting-3-digits I have permission from Khan Academy to use this text under their Creative Commons license.
d4bd35911813271021ca6306a1586e41fa818576eb9cbc2b03c441588abc7add	სამს რომ ოთხი დავუმატოთ, რამდენი არის?		https://ka.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-add-ones-tens-hundreds/v/adding-hundreds-tens-and-ones I have permission from Khan Academy to use this text under their Creative Commons license.
d4c5f6b0ec4d027d5987f4a624b175182324407b5e139fede34b84399179ceb7	"ირო გურმულირი ჩქიმი მტერი რდასია."""		მეგრული
d52e85cb4864a7045316fc27a77d5438e8879fa6eb35ed658dd0e67e8f5f6964	ესე იგი, ექვს ასეულს დამატებული ეს რიცხვი.		https://ka.khanacademy.org/math/early-math/cc-early-math-add-sub-1000/cc-early-math-add-ones-tens-hundreds/v/adding-hundreds-tens-and-ones I have permission from Khan Academy to use this text under their Creative Commons license.
d52f4cde587e4d69246116bc8a06b4ceeb7abc4080e18bd1822be2559c036204	განახლებული ფილიპსის მუზეუმის კარი ისევ ღიაა დამთვალიერებლებისთვის.		VOA Georgian https://www.amerikiskhma.com/
d52f8ddcde1804bc0f8895e315459be377a0a797c5f4d38efedeee4b6ff9b51c	ახალგაზრდა მოცეკვავე პირველი ამერიკელია, რომელმაც მოსკოვის დიდი თეატრის ყურადღება მიიქცია.		VOA Georgian https://www.amerikiskhma.com/
d533d2e5e54b6e9482ac299795450ef706e23c679f6d07a8800d2275e2505f04	იგი სამუშაო მასალად ბამბას, თაბაშირს, თიხასა და ხეს იყენებს.		VOA Georgian https://www.amerikiskhma.com/
d5451199d7bce21b6b2d2b6fd95e1b18ef43f3c2a5a3642350b1603f4e66a296	მე̄რა̄̈ლ ახღუ̂ა ჩუ̂ა̄ბრა ბიქუ̂ს.	nature_environment	"ვარლამ თოფურიას ""სვანური ენის სახელმძღვანელო"""
d545c0213bb68377e1661cf049f0af6b2648b5265e6efa90b6f1ebc8a0f99024	ამბობენ, რომ ის შენიღბვის დიდოსტატიც იყო.		VOA Georgian https://www.amerikiskhma.com/
d5479fbc932a3488646f81ed8ef53619380ba30964ce68320f8b5639d97a5c25	ამინდი — ატმოსფეროს ფიზიკური მდგომარეობა მიწის ზედაპირთან კონკრეტულ ადგილას მოცემულ მომენტში ან გარკვეულ ინტერვალში		წიგნი
d550755e0659d8f8b8e51674abe7efe4cac04e58dbbc339dd6a655ba1eb266d5	ბიჭებო მოგიგებ		ბარბარე ოყუჯავა
d5a6954b2c51608e4cc0d3ae5aea7f5d302f34b67b01cbfd2e1167e1cc32515f	საქართველო საუკეთესოა		საუკეთესო
d5c7963c1e0996dbae61e1641b27d5d0fca2817de62ae3ae5beb57686a606e4d	ათენში ასეთი წესი იყო დამკვიდრებული.	history_law_government	ისტორია 7 კლასი
d5d6027daa6cb2a53cb5b532204bf1ec0d1ff254af49b5087b5979b739c9a289	ერთი თხილის გული, ცხრა ძმამ გაიყოო.		ხალხური ანდაზა
d5efe0ec036cc2f6cfa2f8107900e7df6c7e4db09c00b84f908a51ebf8bbb811	სიცრუე და ორპირობა ავნებს ხორცსა მერმე სულსა	media_entertainment	ციტატა
d5f5b6386eee21cb8382c00cd4bc993168cc3805ebb90b0cc404b9c275f394ff	ამ პერიოდს უკავშირდება ქალების ტრიოს შექმნა, რომელსაც კრეოლეტები ეწოდა.		VOA Georgian https://www.amerikiskhma.com/
d5f84f434a23d18d8810e028811617ea452275377d2e8f1b878ac3e5e7b9e6eb	რა იქნება ეს რიცხვი ვნახოთ.		https://ka.khanacademy.org/math/early-math/cc-early-math-add-sub-100/cc-early-math-more-fewer-100/v/fewer-word-problems I have permission from Khan Academy to use this text under their Creative Commons license.
d609686694d7c62c14ce6d51eeda6e184f2a520610005f46a5a5ab19e9c52bd9	მოყვარე მოყვრისთვის გასაჭირს არ უნდა მოერიდოს. 		"შოთა რუსთაველი ,,ვეფხისტყაოსანი"" - თანამედროვე ინტერპრეტაციით. "
d60c5e84b9d3f46cfefe7dc83800ca6033bbe448e5861b013feb15f686a2f15b	მე შენი მეგობარი ვარ და შენ ხარ კარგიიი რობოტი		წყაროო
d60ced5e265657a2441dc8622f8eb791af7f17bec42e974bc443b84cc0b6a79c	ტრანსფორმერული არქიტექტურის ერთ-ერთ მთავარ შემადგენელ ნაწილს, წარმოადგენს ყურადღების ბლოკი		საკუთარი ნამუშევარი
d61fdfdf0b01100a4c9e5b34028be0824471092e8e0723aed2b04343bea851e9	რადიოს გამართულ კონცერტში მონაწილეობის მიღებაში დაეხმარა.		VOA Georgian https://www.amerikiskhma.com/
d6214da3411d857a549746d2d2a50ae00df73954a116e17f0dffe8573e08c214	ტილოები ერთბაშად, მეტად კომპლექსური და ექსპრესიულია.		VOA Georgian https://www.amerikiskhma.com/
d62f44408d139d7a0a81ef35f708fd581d8b5472259a223d34fedd2dc0033d7f	ელამი ელამს გითმაძიცანდუა		ინტერნე
d650cbe1c978c5c4f77e4a35ee77a4085c4f358b32ec21eae4cf69094f355967	სასიყვარულო ომში იმარჯვებს ის, ვინც პირველი გარბის ბრძოლის ველიდან.		ვუდი ალენი
d66e6453b0ad09f9ee80ef6b31314b24352361696730af7f7e41ec783b4cfb48	აალაგებს		საყოველთაო საკუთრებაშია
d66ebd8f267c4509bb083638a8e68681212d4be2cdad82142cc4632521a94627	ცარიელ სივრცეს ტორიჩელის სიცარიელე უწოდეს	general	ფიზიკის 7 კლასის წიგნი
